,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
1084,S102058,S,28,"[u'008893401', u'008893443', u'008812161', u'008812153', u'008812146', u'008812120', u'008812112', u'008812070', u'008812062', u'008812047', u'008815016', u'008812013', u'008815040', u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1085,S102063,S,28,"[u'008893401', u'008893443', u'008812161', u'008812153', u'008812146', u'008812120', u'008812112', u'008812070', u'008812062', u'008812047', u'008815016', u'008812013', u'008815040', u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1086,S102064,S,28,"[u'008893401', u'008893443', u'008812161', u'008812153', u'008812146', u'008812120', u'008812112', u'008812070', u'008812062', u'008812047', u'008815016', u'008812013', u'008815040', u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1087,S102065,S,28,"[u'008893401', u'008893443', u'008812161', u'008812153', u'008812146', u'008812120', u'008812112', u'008812070', u'008812062', u'008812047', u'008815016', u'008812013', u'008815040', u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1088,S102066,S,28,"[u'008893401', u'008893443', u'008812161', u'008812153', u'008812146', u'008812120', u'008812112', u'008812070', u'008812062', u'008812047', u'008815016', u'008812013', u'008815040', u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1089,S102067,S,28,"[u'008893401', u'008893443', u'008812161', u'008812153', u'008812146', u'008812120', u'008812112', u'008812070', u'008812062', u'008812047', u'008815016', u'008812013', u'008815040', u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1090,S102070,S,15,"[u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1091,S102071,S,15,"[u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1092,S102077,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1093,S102078,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1094,S102080,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1095,S102081,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1096,S102083,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1097,S102086,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1098,S102087,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1099,S102088,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1100,S102089,S,15,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001']"
1101,S102090,S,15,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001']"
1102,S103857,S,28,"[u'008893401', u'008893443', u'008812161', u'008812153', u'008812146', u'008812120', u'008812112', u'008812070', u'008812062', u'008812047', u'008815016', u'008812013', u'008815040', u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1103,S103866,S,28,"[u'008893401', u'008893443', u'008812161', u'008812153', u'008812146', u'008812120', u'008812112', u'008812070', u'008812062', u'008812047', u'008815016', u'008812013', u'008815040', u'008814001', u'008813003', u'008812005', u'008812021', u'008812047', u'008812211', u'008812229', u'008812237', u'008812245', u'008812252', u'008812260', u'008895836', u'008895802', u'008895091', u'008895000']"
1104,S103879,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1105,S103885,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1106,S103886,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1107,S103887,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1108,S103888,S,28,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001', u'008815040', u'008812013', u'008815016', u'008812047', u'008812062', u'008812070', u'008812112', u'008812120', u'008812146', u'008812153', u'008812161', u'008893443', u'008893401']"
1109,S107016,S,15,"[u'008895000', u'008895091', u'008895802', u'008895836', u'008812260', u'008812252', u'008812245', u'008812237', u'008812229', u'008812211', u'008812047', u'008812021', u'008812005', u'008813003', u'008814001']"
1110,S11756,S,27,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005', u'008811007', u'008811148', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1111,S11757,S,27,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005', u'008811007', u'008811148', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1112,S11758,S,27,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005', u'008811007', u'008811148', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1113,S11759,S,27,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005', u'008811007', u'008811148', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1114,S11760,S,27,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005', u'008811007', u'008811148', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1115,S11763,S,27,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005', u'008811007', u'008811148', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1116,S11765,S,27,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005', u'008811007', u'008811148', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1117,S11766,S,27,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005', u'008811007', u'008811148', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1118,S11767,S,27,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005', u'008811007', u'008811148', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1119,S11768,S,12,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814167', u'008814142', u'008814134', u'008814001', u'008813037', u'008813003', u'008813045', u'008812005']"
1120,S11777,S,27,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811148', u'008811007', u'008812005', u'008813045', u'008813003', u'008813037', u'008814001', u'008814134', u'008814142', u'008814167', u'008814266', u'008814258', u'008814241', u'008814209']"
1121,S11778,S,27,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811148', u'008811007', u'008812005', u'008813045', u'008813003', u'008813037', u'008814001', u'008814134', u'008814142', u'008814167', u'008814266', u'008814258', u'008814241', u'008814209']"
1122,S11779,S,27,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811148', u'008811007', u'008812005', u'008813045', u'008813003', u'008813037', u'008814001', u'008814134', u'008814142', u'008814167', u'008814266', u'008814258', u'008814241', u'008814209']"
1123,S11780,S,27,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811148', u'008811007', u'008812005', u'008813045', u'008813003', u'008813037', u'008814001', u'008814134', u'008814142', u'008814167', u'008814266', u'008814258', u'008814241', u'008814209']"
1124,S11782,S,27,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811148', u'008811007', u'008812005', u'008813045', u'008813003', u'008813037', u'008814001', u'008814134', u'008814142', u'008814167', u'008814266', u'008814258', u'008814241', u'008814209']"
1125,S11786,S,27,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811148', u'008811007', u'008812005', u'008813045', u'008813003', u'008813037', u'008814001', u'008814134', u'008814142', u'008814167', u'008814266', u'008814258', u'008814241', u'008814209']"
1126,S11787,S,27,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811148', u'008811007', u'008812005', u'008813045', u'008813003', u'008813037', u'008814001', u'008814134', u'008814142', u'008814167', u'008814266', u'008814258', u'008814241', u'008814209']"
1127,S11788,S,27,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811148', u'008811007', u'008812005', u'008813045', u'008813003', u'008813037', u'008814001', u'008814134', u'008814142', u'008814167', u'008814266', u'008814258', u'008814241', u'008814209']"
1128,S11789,S,27,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811148', u'008811007', u'008812005', u'008813045', u'008813003', u'008813037', u'008814001', u'008814134', u'008814142', u'008814167', u'008814266', u'008814258', u'008814241', u'008814209']"
1129,S11955,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1130,S11956,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1131,S11957,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1132,S11960,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1133,S11961,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1134,S11962,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1135,S11963,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1136,S11964,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1137,S11965,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1138,S11966,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008813045', u'008812005', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1139,S11967,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008812005', u'008811007', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1140,S11970,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008812005', u'008811007', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1141,S11971,S,28,"[u'008814209', u'008814241', u'008814258', u'008814266', u'008814175', u'008814167', u'008814159', u'008814142', u'008814134', u'008814126', u'008814118', u'008814001', u'008813003', u'008812005', u'008811007', u'008811189', u'008822269', u'008822251', u'008822004', u'008822343', u'008822228', u'008822210', u'008821311', u'008821337', u'008821246', u'008821147', u'008821121', u'008821006']"
1142,S11977,S,29,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811007', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1143,S11978,S,28,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1144,S11979,S,28,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1145,S11980,S,28,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1146,S11981,S,28,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1147,S11983,S,28,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1148,S11984,S,28,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1149,S11986,S,28,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1150,S11987,S,28,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1151,S11988,S,28,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008813045', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209']"
1152,S11995,S,34,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008811007', u'008812005', u'008813003', u'008814001', u'008814118', u'008814126', u'008814134', u'008814142', u'008814159', u'008814167', u'008814175', u'008814266', u'008814258', u'008814241', u'008814209', u'008871332', u'008871308', u'008871225', u'008871217', u'008871100', u'008872009']"
1153,S11996,S,15,"[u'008821006', u'008821121', u'008821147', u'008821246', u'008821337', u'008821311', u'008822210', u'008822228', u'008822343', u'008822004', u'008822251', u'008822269', u'008811189', u'008812005', u'008814001']"
1154,S203055,S,13,"[u'008811601', u'008811635', u'008811718', u'008811726', u'008811734', u'008811742', u'008811759', u'008811767', u'008811775', u'008833159', u'008833134', u'008833126', u'008833001']"
1155,S203057,S,13,"[u'008811601', u'008811635', u'008811718', u'008811726', u'008811734', u'008811742', u'008811759', u'008811767', u'008811775', u'008833159', u'008833134', u'008833126', u'008833001']"
1156,S203063,S,13,"[u'008811601', u'008811635', u'008811718', u'008811726', u'008811734', u'008811742', u'008811759', u'008811767', u'008811775', u'008833159', u'008833134', u'008833126', u'008833001']"
1157,S203068,S,13,"[u'008811601', u'008811635', u'008811718', u'008811726', u'008811734', u'008811742', u'008811759', u'008811767', u'008811775', u'008833159', u'008833134', u'008833126', u'008833001']"
1158,S203076,S,13,"[u'008833001', u'008833126', u'008833134', u'008833159', u'008811775', u'008811767', u'008811759', u'008811742', u'008811734', u'008811726', u'008811718', u'008811635', u'008811601']"
1159,S203077,S,13,"[u'008833001', u'008833126', u'008833134', u'008833159', u'008811775', u'008811767', u'008811759', u'008811742', u'008811734', u'008811726', u'008811718', u'008811635', u'008811601']"
1160,S203078,S,13,"[u'008833001', u'008833126', u'008833134', u'008833159', u'008811775', u'008811767', u'008811759', u'008811742', u'008811734', u'008811726', u'008811718', u'008811635', u'008811601']"
1161,S203089,S,13,"[u'008833001', u'008833126', u'008833134', u'008833159', u'008811775', u'008811767', u'008811759', u'008811742', u'008811734', u'008811726', u'008811718', u'008811635', u'008811601']"
1162,S206456,S,13,"[u'008811601', u'008811635', u'008811718', u'008811726', u'008811734', u'008811742', u'008811759', u'008811767', u'008811775', u'008833159', u'008833134', u'008833126', u'008833001']"
1163,S206465,S,13,"[u'008811601', u'008811635', u'008811718', u'008811726', u'008811734', u'008811742', u'008811759', u'008811767', u'008811775', u'008833159', u'008833134', u'008833126', u'008833001']"
1164,S206467,S,13,"[u'008811601', u'008811635', u'008811718', u'008811726', u'008811734', u'008811742', u'008811759', u'008811767', u'008811775', u'008833159', u'008833134', u'008833126', u'008833001']"
1165,S206477,S,13,"[u'008833001', u'008833126', u'008833134', u'008833159', u'008811775', u'008811767', u'008811759', u'008811742', u'008811734', u'008811726', u'008811718', u'008811635', u'008811601']"
1166,S206478,S,13,"[u'008833001', u'008833126', u'008833134', u'008833159', u'008811775', u'008811767', u'008811759', u'008811742', u'008811734', u'008811726', u'008811718', u'008811635', u'008811601']"
1167,S206484,S,13,"[u'008833001', u'008833126', u'008833134', u'008833159', u'008811775', u'008811767', u'008811759', u'008811742', u'008811734', u'008811726', u'008811718', u'008811635', u'008811601']"
1168,S23655,S,22,"[u'008883006', u'008883022', u'008883808', u'008814332', u'008814308', u'008814340', u'008814357', u'008814365', u'008814373', u'008814001', u'008813003', u'008812005', u'008811007', u'008811130', u'008811213', u'008811221', u'008811247', u'008811254', u'008811262', u'008811270', u'008811288', u'008833001']"
1169,S23656,S,22,"[u'008883006', u'008883022', u'008883808', u'008814332', u'008814308', u'008814340', u'008814357', u'008814365', u'008814373', u'008814001', u'008813003', u'008812005', u'008811007', u'008811130', u'008811213', u'008811221', u'008811247', u'008811254', u'008811262', u'008811270', u'008811288', u'008833001']"
1170,S23657,S,22,"[u'008883006', u'008883022', u'008883808', u'008814332', u'008814308', u'008814340', u'008814357', u'008814365', u'008814373', u'008814001', u'008813003', u'008812005', u'008811007', u'008811130', u'008811213', u'008811221', u'008811247', u'008811254', u'008811262', u'008811270', u'008811288', u'008833001']"
